state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Odisha,Sundargarh,770017,11,0,0,7,89,180,536,11,96,716,96,716,0.9166666666666666,0.0,0.0,7.381443298969073
Odisha,Sundargarh,770018,6,1,0,0,40,74,251,7,40,325,40,325,0.75,0.125,0.0,7.926829268292683
Odisha,Sundargarh,770019,2,0,0,0,15,18,54,2,15,72,15,72,0.6666666666666666,0.0,0.0,4.5
Odisha,Sundargarh,770020,4,1,0,4,30,50,129,5,34,179,34,179,0.6666666666666666,0.16666666666666666,0.0,5.114285714285714
Odisha,Sundargarh,770021,4,2,0,0,9,15,31,6,9,46,9,46,0.5714285714285714,0.2857142857142857,0.0,4.6
Odisha,Sundargarh,770022,3,2,0,1,30,87,203,5,31,290,31,290,0.5,0.3333333333333333,0.0,9.0625
Odisha,Sundargarh,770023,2,0,0,2,11,2,11,2,13,13,13,13,0.6666666666666666,0.0,0.0,0.9285714285714286
Odisha,Sundargarh,770024,8,2,0,2,53,31,108,10,55,139,55,139,0.7272727272727273,0.18181818181818182,0.0,2.482142857142857
Odisha,Sundargarh,770031,1,0,0,0,4,0,2,1,4,2,4,2,0.5,0.0,0.0,0.4
Odisha,Sundargarh,770032,3,0,0,2,13,111,368,3,15,479,15,479,0.75,0.0,0.0,29.9375
Odisha,Sundargarh,770033,15,1,0,1,66,108,825,16,67,933,67,933,0.8823529411764706,0.058823529411764705,0.0,13.720588235294118
Odisha,Sundargarh,770034,1,0,0,5,38,23,41,1,43,64,43,64,0.5,0.0,0.0,1.4545454545454546
Odisha,Sundargarh,770035,4,0,0,2,52,106,250,4,54,356,54,356,0.8,0.0,0.0,6.472727272727273
Odisha,Sundargarh,770036,5,2,0,1,37,105,497,7,38,602,38,602,0.625,0.25,0.0,15.435897435897436
Odisha,Sundargarh,770039,6,3,0,1,22,43,170,9,23,213,23,213,0.6,0.3,0.0,8.875
Odisha,Sundargarh,770072,3,0,0,0,10,5,4,3,10,9,10,9,0.75,0.0,0.0,0.8181818181818182
Odisha,Sundargarh,770073,4,0,0,4,30,49,144,4,34,193,34,193,0.8,0.0,0.0,5.514285714285714
Odisha,Sundargarh,770074,2,2,0,1,25,117,267,4,26,384,26,384,0.4,0.4,0.0,14.222222222222221
Odisha,Sundargarh,770075,3,2,0,0,8,15,21,5,8,36,8,36,0.5,0.3333333333333333,0.0,4.0
Odisha,Sundergarh,769001,30,17,0,24,121,1077,1133,47,145,2210,145,2210,0.625,0.3541666666666667,0.0,15.136986301369863
Odisha,Sundergarh,769002,9,3,0,7,68,457,517,12,75,974,75,974,0.6923076923076923,0.23076923076923078,0.0,12.81578947368421
Odisha,Sundergarh,769003,25,12,0,35,358,716,838,37,393,1554,393,1554,0.6578947368421053,0.3157894736842105,0.0,3.9441624365482233
Odisha,Sundergarh,769004,48,18,0,20,128,1074,1147,66,148,2221,148,2221,0.7164179104477612,0.26865671641791045,0.0,14.906040268456376
Odisha,Sundergarh,769005,3,1,0,4,29,206,294,4,33,500,33,500,0.6,0.2,0.0,14.705882352941176
Odisha,Sundergarh,769006,6,2,0,11,63,124,136,8,74,260,74,260,0.6666666666666666,0.2222222222222222,0.0,3.466666666666667
Odisha,Sundergarh,769007,13,9,0,15,155,336,305,22,170,641,170,641,0.5652173913043478,0.391304347826087,0.0,3.7485380116959064
Odisha,Sundergarh,769008,6,4,0,2,26,131,159,10,28,290,28,290,0.5454545454545454,0.36363636363636365,0.0,10.0
Odisha,Sundergarh,769009,3,3,0,2,13,211,296,6,15,507,15,507,0.42857142857142855,0.42857142857142855,0.0,31.6875
Odisha,Sundergarh,769010,1,0,0,0,7,14,15,1,7,29,7,29,0.5,0.0,0.0,3.625
Odisha,Sundergarh,769011,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Odisha,Sundergarh,769012,16,8,0,12,121,693,714,24,133,1407,133,1407,0.64,0.32,0.0,10.5
Odisha,Sundergarh,769013,12,3,0,3,26,271,310,15,29,581,29,581,0.75,0.1875,0.0,19.366666666666667
Odisha,Sundergarh,769014,5,1,0,6,43,205,338,6,49,543,49,543,0.7142857142857143,0.14285714285714285,0.0,10.86
Odisha,Sundergarh,769015,12,5,0,11,60,455,520,17,71,975,71,975,0.6666666666666666,0.2777777777777778,0.0,13.541666666666666
Odisha,Sundergarh,769016,5,2,0,16,113,246,323,7,129,569,129,569,0.625,0.25,0.0,4.376923076923077
Odisha,Sundergarh,769042,30,6,0,25,293,426,661,36,318,1087,318,1087,0.8108108108108109,0.16216216216216217,0.0,3.407523510971787
Odisha,Sundergarh,769043,11,3,0,6,47,463,749,14,53,1212,53,1212,0.7333333333333333,0.2,0.0,22.444444444444443
Odisha,Sundergarh,770001,12,2,0,6,42,343,297,14,48,640,48,640,0.8,0.13333333333333333,0.0,13.061224489795919
Odisha,Sundergarh,770002,23,3,0,30,261,522,469,26,291,991,291,991,0.8518518518518519,0.1111111111111111,0.0,3.393835616438356
Odisha,Sundergarh,770011,18,3,0,11,53,349,282,21,64,631,64,631,0.8181818181818182,0.13636363636363635,0.0,9.707692307692307
Odisha,Sundergarh,770012,21,7,0,20,89,881,733,28,109,1614,109,1614,0.7241379310344828,0.2413793103448276,0.0,14.672727272727272
Odisha,Sundergarh,770013,12,1,0,10,36,241,187,13,46,428,46,428,0.8571428571428571,0.07142857142857142,0.0,9.106382978723405
Odisha,Sundergarh,770014,27,3,0,36,260,940,790,30,296,1730,296,1730,0.8709677419354839,0.0967741935483871,0.0,5.824915824915825
Odisha,Sundergarh,770015,39,6,0,14,75,1122,724,45,89,1846,89,1846,0.8478260869565217,0.13043478260869565,0.0,20.511111111111113
Odisha,Sundergarh,770016,51,4,0,24,112,1268,946,55,136,2214,136,2214,0.9107142857142857,0.07142857142857142,0.0,16.16058394160584
Odisha,Sundergarh,770017,97,10,0,126,973,2140,1708,107,1099,3848,1099,3848,0.8981481481481481,0.09259259259259259,0.0,3.498181818181818
Odisha,Sundergarh,770018,48,4,0,22,88,1087,730,52,110,1817,110,1817,0.9056603773584906,0.07547169811320754,0.0,16.36936936936937
Odisha,Sundergarh,770019,15,2,0,23,156,267,235,17,179,502,179,502,0.8333333333333334,0.1111111111111111,0.0,2.7888888888888888
Odisha,Sundergarh,770020,14,0,0,29,193,410,334,14,222,744,222,744,0.9333333333333333,0.0,0.0,3.336322869955157
Odisha,Sundergarh,770021,7,1,0,5,28,235,187,8,33,422,33,422,0.7777777777777778,0.1111111111111111,0.0,12.411764705882353
Odisha,Sundergarh,770022,8,2,0,29,320,471,514,10,349,985,349,985,0.7272727272727273,0.18181818181818182,0.0,2.8142857142857145
Odisha,Sundergarh,770023,12,1,0,31,167,398,270,13,198,668,198,668,0.8571428571428571,0.07142857142857142,0.0,3.35678391959799
Odisha,Sundergarh,770024,15,3,0,23,214,316,278,18,237,594,237,594,0.7894736842105263,0.15789473684210525,0.0,2.495798319327731
Odisha,Sundergarh,770031,14,8,0,11,69,544,781,22,80,1325,80,1325,0.6086956521739131,0.34782608695652173,0.0,16.358024691358025
Odisha,Sundergarh,770032,10,2,0,10,57,534,594,12,67,1128,67,1128,0.7692307692307693,0.15384615384615385,0.0,16.58823529411765
Odisha,Sundergarh,770033,81,12,0,27,162,1895,2200,93,189,4095,189,4095,0.8617021276595744,0.1276595744680851,0.0,21.55263157894737
Odisha,Sundergarh,770034,23,3,0,40,327,560,537,26,367,1097,367,1097,0.8518518518518519,0.1111111111111111,0.0,2.9809782608695654
Odisha,Sundergarh,770035,44,9,0,55,510,1437,1268,53,565,2705,565,2705,0.8148148148148148,0.16666666666666666,0.0,4.779151943462898
Odisha,Sundergarh,770036,76,22,9,69,645,1314,1657,107,714,2971,714,2971,0.7037037037037037,0.2037037037037037,0.08333333333333333,4.155244755244755
Odisha,Sundergarh,770037,107,24,1,141,956,1877,3307,132,1097,5184,1097,5184,0.8045112781954887,0.18045112781954886,0.007518796992481203,4.721311475409836
Odisha,Sundergarh,770038,33,2,0,12,150,567,731,35,162,1298,162,1298,0.9166666666666666,0.05555555555555555,0.0,7.96319018404908
Odisha,Sundergarh,770039,36,2,0,49,304,697,691,38,353,1388,353,1388,0.9230769230769231,0.05128205128205128,0.0,3.92090395480226
Odisha,Sundergarh,770040,121,42,0,43,327,1745,1960,163,370,3705,370,3705,0.7378048780487805,0.25609756097560976,0.0,9.986522911051212
Odisha,Sundergarh,770041,5,3,0,21,100,209,324,8,121,533,121,533,0.5555555555555556,0.3333333333333333,0.0,4.368852459016393
Odisha,Sundergarh,770042,2,2,0,0,11,42,64,4,11,106,11,106,0.4,0.4,0.0,8.833333333333334
Odisha,Sundergarh,770043,44,9,0,24,150,527,839,53,174,1366,174,1366,0.8148148148148148,0.16666666666666666,0.0,7.805714285714286
Odisha,Sundergarh,770044,45,23,0,15,139,763,798,68,154,1561,154,1561,0.6521739130434783,0.3333333333333333,0.0,10.070967741935483
Odisha,Sundergarh,770046,8,0,0,5,4,165,181,8,9,346,9,346,0.8888888888888888,0.0,0.0,34.6
Odisha,Sundergarh,770048,24,8,0,17,110,622,676,32,127,1298,127,1298,0.7272727272727273,0.24242424242424243,0.0,10.140625
Odisha,Sundergarh,770051,30,1,0,82,507,731,730,31,589,1461,589,1461,0.9375,0.03125,0.0,2.476271186440678
Odisha,Sundergarh,770052,7,4,0,3,12,127,129,11,15,256,15,256,0.5833333333333334,0.3333333333333333,0.0,16.0
Odisha,Sundergarh,770070,2,1,0,5,18,234,197,3,23,431,23,431,0.5,0.25,0.0,17.958333333333332
Odisha,Sundergarh,770072,9,0,0,12,101,259,222,9,113,481,113,481,0.9,0.0,0.0,4.219298245614035
Odisha,Sundergarh,770073,9,2,0,6,59,373,274,11,65,647,65,647,0.75,0.16666666666666666,0.0,9.803030303030303
Odisha,Sundergarh,770074,31,4,0,12,71,759,606,35,83,1365,83,1365,0.8611111111111112,0.1111111111111111,0.0,16.25
Odisha,Sundergarh,770075,4,1,0,6,18,205,137,5,24,342,24,342,0.6666666666666666,0.16666666666666666,0.0,13.68
Odisha,Sundergarh,770076,7,2,0,2,10,163,154,9,12,317,12,317,0.7,0.2,0.0,24.384615384615383
Odisha,jajpur,755015,1,0,0,1,4,0,4,1,5,4,5,4,0.5,0.0,0.0,0.6666666666666666
Odisha,jajpur,755019,4,2,0,1,13,62,56,6,14,118,14,118,0.5714285714285714,0.2857142857142857,0.0,7.866666666666666
Odisha,jajpur,755025,1,1,0,1,3,0,3,2,4,3,4,3,0.3333333333333333,0.3333333333333333,0.0,0.6
Orissa,Anugul,759100,1,0,0,2,3,0,1,1,5,1,5,1,0.5,0.0,0.0,0.16666666666666666
Orissa,Anugul,759106,0,1,0,0,1,0,1,1,1,1,1,1,0.0,0.5,0.0,0.5
Orissa,Anugul,759122,1,0,0,0,7,1,5,1,7,6,7,6,0.5,0.0,0.0,0.75
Orissa,Anugul,759123,2,0,0,0,2,0,2,2,2,2,2,2,0.6666666666666666,0.0,0.0,0.6666666666666666
Orissa,Anugul,759124,1,0,0,0,1,0,1,1,1,1,1,1,0.5,0.0,0.0,0.5
Orissa,Anugul,759128,3,0,0,1,1,1,4,3,2,5,2,5,0.75,0.0,0.0,1.6666666666666667
Orissa,Anugul,759132,1,0,0,1,3,3,2,1,4,5,4,5,0.5,0.0,0.0,1.0
Orissa,Anugul,759143,0,1,0,0,3,3,0,1,3,3,3,3,0.0,0.5,0.0,0.75
Orissa,Anugul,759145,1,0,0,0,1,1,8,1,1,9,1,9,0.5,0.0,0.0,4.5
Orissa,Balangir,767001,5,1,0,2,51,70,401,6,53,471,53,471,0.7142857142857143,0.14285714285714285,0.0,8.722222222222221
Orissa,Balangir,767002,9,3,0,12,93,155,757,12,105,912,105,912,0.6923076923076923,0.23076923076923078,0.0,8.60377358490566
Orissa,Balangir,767016,2,0,0,0,4,5,5,2,4,10,4,10,0.6666666666666666,0.0,0.0,2.0
Orissa,Balangir,767020,7,0,0,3,46,57,301,7,49,358,49,358,0.875,0.0,0.0,7.16
Orissa,Balangir,767021,1,0,0,6,18,6,14,1,24,20,24,20,0.5,0.0,0.0,0.8
Orissa,Balangir,767022,6,0,0,1,20,41,148,6,21,189,21,189,0.8571428571428571,0.0,0.0,8.590909090909092
Orissa,Balangir,767024,2,1,0,2,16,72,268,3,18,340,18,340,0.5,0.25,0.0,17.894736842105264
Orissa,Balangir,767025,1,0,0,0,1,1,2,1,1,3,1,3,0.5,0.0,0.0,1.5
Orissa,Balangir,767026,2,2,0,0,15,4,15,4,15,19,15,19,0.4,0.4,0.0,1.1875
Orissa,Balangir,767027,5,0,0,0,8,1,6,5,8,7,8,7,0.8333333333333334,0.0,0.0,0.7777777777777778
Orissa,Balangir,767029,2,3,0,1,19,93,313,5,20,406,20,406,0.3333333333333333,0.5,0.0,19.333333333333332
Orissa,Balangir,767030,1,0,0,1,28,37,68,1,29,105,29,105,0.5,0.0,0.0,3.5
Orissa,Balangir,767032,14,8,0,5,31,263,685,22,36,948,36,948,0.6086956521739131,0.34782608695652173,0.0,25.62162162162162
Orissa,Balangir,767033,16,12,0,2,151,156,978,28,153,1134,153,1134,0.5517241379310345,0.41379310344827586,0.0,7.363636363636363
Orissa,Balangir,767035,16,5,0,5,48,64,446,21,53,510,53,510,0.7272727272727273,0.22727272727272727,0.0,9.444444444444445
Orissa,Balangir,767037,15,7,0,4,76,198,1114,22,80,1312,80,1312,0.6521739130434783,0.30434782608695654,0.0,16.19753086419753
Orissa,Balangir,767039,4,1,0,1,20,93,189,5,21,282,21,282,0.6666666666666666,0.16666666666666666,0.0,12.818181818181818
Orissa,Balangir,767040,10,4,0,4,53,100,446,14,57,546,57,546,0.6666666666666666,0.26666666666666666,0.0,9.413793103448276
Orissa,Balangir,767046,1,1,0,0,6,0,8,2,6,8,6,8,0.3333333333333333,0.3333333333333333,0.0,1.1428571428571428
Orissa,Balangir,767048,2,1,0,0,3,1,11,3,3,12,3,12,0.5,0.25,0.0,3.0
Orissa,Balangir,767061,2,1,0,0,9,18,24,3,9,42,9,42,0.5,0.25,0.0,4.2
Orissa,Balangir,767065,7,1,0,6,61,123,491,8,67,614,67,614,0.7777777777777778,0.1111111111111111,0.0,9.029411764705882
Orissa,Balangir,767066,9,1,0,1,37,49,242,10,38,291,38,291,0.8181818181818182,0.09090909090909091,0.0,7.461538461538462
Orissa,Balangir,767067,2,0,0,1,26,99,159,2,27,258,27,258,0.6666666666666666,0.0,0.0,9.214285714285714
Orissa,Balangir,767068,3,0,0,1,1,1,7,3,2,8,2,8,0.75,0.0,0.0,2.6666666666666665
Orissa,Baleshwar,756001,3,1,0,2,12,45,155,4,14,200,14,200,0.6,0.2,0.0,13.333333333333334
Orissa,Baleshwar,756002,14,7,0,5,25,101,379,21,30,480,30,480,0.6363636363636364,0.3181818181818182,0.0,15.483870967741936
Orissa,Baleshwar,756003,3,0,0,1,10,4,16,3,11,20,11,20,0.75,0.0,0.0,1.6666666666666667
Orissa,Baleshwar,756019,9,2,0,1,13,31,62,11,14,93,14,93,0.75,0.16666666666666666,0.0,6.2
Orissa,Baleshwar,756020,3,2,0,0,5,16,14,5,5,30,5,30,0.5,0.3333333333333333,0.0,5.0
Orissa,Baleshwar,756021,4,1,0,4,14,4,18,5,18,22,18,22,0.6666666666666666,0.16666666666666666,0.0,1.1578947368421053
Orissa,Baleshwar,756025,13,1,0,2,18,97,223,14,20,320,20,320,0.8666666666666667,0.06666666666666667,0.0,15.238095238095237
Orissa,Baleshwar,756026,9,2,0,0,3,0,5,11,3,5,3,5,0.75,0.16666666666666666,0.0,1.25
Orissa,Baleshwar,756027,12,0,0,5,14,13,38,12,19,51,19,51,0.9230769230769231,0.0,0.0,2.55
Orissa,Baleshwar,756029,4,2,0,1,6,1,24,6,7,25,7,25,0.5714285714285714,0.2857142857142857,0.0,3.125
Orissa,Baleshwar,756030,2,1,0,0,4,0,5,3,4,5,4,5,0.5,0.25,0.0,1.0
Orissa,Baleshwar,756032,4,2,0,1,10,20,51,6,11,71,11,71,0.5714285714285714,0.2857142857142857,0.0,5.916666666666667
Orissa,Baleshwar,756035,1,0,0,0,1,3,1,1,1,4,1,4,0.5,0.0,0.0,2.0
Orissa,Baleshwar,756036,4,1,0,1,30,88,221,5,31,309,31,309,0.6666666666666666,0.16666666666666666,0.0,9.65625
Orissa,Baleshwar,756039,4,0,0,5,7,5,6,4,12,11,12,11,0.8,0.0,0.0,0.8461538461538461
Orissa,Baleshwar,756040,1,0,0,0,5,4,4,1,5,8,5,8,0.5,0.0,0.0,1.3333333333333333
Orissa,Baleshwar,756041,1,1,0,0,2,0,2,2,2,2,2,2,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
Orissa,Baleshwar,756042,4,0,0,3,5,31,50,4,8,81,8,81,0.8,0.0,0.0,9.0
Orissa,Baleshwar,756043,4,0,0,2,3,0,2,4,5,2,5,2,0.8,0.0,0.0,0.3333333333333333
Orissa,Baleshwar,756044,5,0,0,1,13,14,23,5,14,37,14,37,0.8333333333333334,0.0,0.0,2.466666666666667
Orissa,Baleshwar,756045,5,0,0,4,20,28,87,5,24,115,24,115,0.8333333333333334,0.0,0.0,4.6
Orissa,Baleshwar,756046,3,1,0,0,17,27,94,4,17,121,17,121,0.6,0.2,0.0,6.722222222222222
Orissa,Baleshwar,756047,1,0,0,1,6,1,6,1,7,7,7,7,0.5,0.0,0.0,0.875
Orissa,Baleshwar,756048,2,0,0,0,2,2,2,2,2,4,2,4,0.6666666666666666,0.0,0.0,1.3333333333333333
Orissa,Baleshwar,756049,1,0,0,1,6,0,2,1,7,2,7,2,0.5,0.0,0.0,0.25
Orissa,Baleshwar,756053,1,0,0,1,3,0,2,1,4,2,4,2,0.5,0.0,0.0,0.4
Orissa,Baleshwar,756056,6,0,0,0,7,4,6,6,7,10,7,10,0.8571428571428571,0.0,0.0,1.25
Orissa,Baleshwar,756083,0,2,0,1,3,4,0,2,4,4,4,4,0.0,0.6666666666666666,0.0,0.8
Orissa,Baleshwar,756126,4,0,0,0,6,3,8,4,6,11,6,11,0.8,0.0,0.0,1.5714285714285714
Orissa,Baleshwar,756134,2,0,0,0,6,2,3,2,6,5,6,5,0.6666666666666666,0.0,0.0,0.7142857142857143
Orissa,Baleshwar,756166,3,2,0,1,4,2,1,5,5,3,5,3,0.5,0.3333333333333333,0.0,0.5
Orissa,Bargarh,768027,1,0,0,0,4,1,2,1,4,3,4,3,0.5,0.0,0.0,0.6
Orissa,Bargarh,768028,3,1,0,1,11,27,74,4,12,101,12,101,0.6,0.2,0.0,7.769230769230769
Orissa,Bargarh,768029,2,0,0,0,1,0,1,2,1,1,1,1,0.6666666666666666,0.0,0.0,0.5
Orissa,Bargarh,768030,26,2,0,5,50,95,362,28,55,457,55,457,0.896551724137931,0.06896551724137931,0.0,8.160714285714286
Orissa,Bargarh,768038,5,0,0,0,11,9,12,5,11,21,11,21,0.8333333333333334,0.0,0.0,1.75
Orissa,Bargarh,768102,3,0,0,0,7,2,5,3,7,7,7,7,0.75,0.0,0.0,0.875
Orissa,Bargarh,768103,4,0,0,0,14,1,5,4,14,6,14,6,0.8,0.0,0.0,0.4
Orissa,Bargarh,768104,3,0,0,0,4,1,4,3,4,5,4,5,0.75,0.0,0.0,1.0
Orissa,Bargarh,768111,0,1,0,0,5,4,0,1,5,4,5,4,0.0,0.5,0.0,0.6666666666666666
Orissa,Bhadrak,756100,41,2,0,6,87,155,635,43,93,790,93,790,0.9318181818181818,0.045454545454545456,0.0,8.404255319148936
Orissa,Bhadrak,756101,8,1,0,4,33,99,294,9,37,393,37,393,0.8,0.1,0.0,10.342105263157896
Orissa,Bhadrak,756111,5,0,0,0,19,17,27,5,19,44,19,44,0.8333333333333334,0.0,0.0,2.2
Orissa,Bhadrak,756112,3,4,0,1,16,82,206,7,17,288,17,288,0.375,0.5,0.0,16.0
Orissa,Bhadrak,756113,1,1,0,0,4,0,11,2,4,11,4,11,0.3333333333333333,0.3333333333333333,0.0,2.2
Orissa,Bhadrak,756114,6,1,0,1,9,1,7,7,10,8,10,8,0.75,0.125,0.0,0.7272727272727273
Orissa,Bhadrak,756115,2,2,0,0,5,0,3,4,5,3,5,3,0.4,0.4,0.0,0.5
Orissa,Bhadrak,756116,4,0,0,3,17,55,194,4,20,249,20,249,0.8,0.0,0.0,11.857142857142858
Orissa,Bhadrak,756117,8,0,0,1,21,19,51,8,22,70,22,70,0.8888888888888888,0.0,0.0,3.0434782608695654
Orissa,Bhadrak,756118,1,0,0,0,1,0,3,1,1,3,1,3,0.5,0.0,0.0,1.5
Orissa,Bhadrak,756119,1,0,0,0,1,0,3,1,1,3,1,3,0.5,0.0,0.0,1.5
Orissa,Bhadrak,756123,4,0,0,0,8,53,106,4,8,159,8,159,0.8,0.0,0.0,17.666666666666668
Orissa,Bhadrak,756124,1,0,0,0,2,2,4,1,2,6,2,6,0.5,0.0,0.0,2.0
Orissa,Bhadrak,756125,12,2,0,9,32,162,329,14,41,491,41,491,0.8,0.13333333333333333,0.0,11.69047619047619
Orissa,Bhadrak,756127,2,1,0,3,6,42,70,3,9,112,9,112,0.5,0.25,0.0,11.2
Orissa,Bhadrak,756128,6,2,0,0,29,81,147,8,29,228,29,228,0.6666666666666666,0.2222222222222222,0.0,7.6
Orissa,Bhadrak,756129,3,1,0,0,18,33,38,4,18,71,18,71,0.6,0.2,0.0,3.736842105263158
Orissa,Bhadrak,756130,4,2,0,2,8,8,12,6,10,20,10,20,0.5714285714285714,0.2857142857142857,0.0,1.8181818181818181
Orissa,Bhadrak,756131,6,2,0,5,23,89,112,8,28,201,28,201,0.6666666666666666,0.2222222222222222,0.0,6.931034482758621
Orissa,Bhadrak,756132,2,1,0,0,6,29,17,3,6,46,6,46,0.5,0.25,0.0,6.571428571428571
Orissa,Bhadrak,756133,6,0,0,2,10,28,42,6,12,70,12,70,0.8571428571428571,0.0,0.0,5.384615384615385
Orissa,Bhadrak,756135,3,0,0,0,7,2,7,3,7,9,7,9,0.75,0.0,0.0,1.125
Orissa,Bhadrak,756139,1,0,0,0,2,6,2,1,2,8,2,8,0.5,0.0,0.0,2.6666666666666665
Orissa,Bhadrak,756163,4,0,0,0,1,0,4,4,1,4,1,4,0.8,0.0,0.0,2.0
Orissa,Bhadrak,756165,2,0,0,0,1,2,2,2,1,4,1,4,0.6666666666666666,0.0,0.0,2.0
Orissa,Bhadrak,756167,3,1,0,0,6,1,4,4,6,5,6,5,0.6,0.2,0.0,0.7142857142857143
Orissa,Bhadrak,756168,0,1,0,0,3,13,21,1,3,34,3,34,0.0,0.5,0.0,8.5
Orissa,Bhadrak,756181,13,2,0,6,43,93,356,15,49,449,49,449,0.8125,0.125,0.0,8.98
Orissa,Cuttack,753001,17,11,0,3,57,214,1541,28,60,1755,60,1755,0.5862068965517241,0.3793103448275862,0.0,28.770491803278688
Orissa,Cuttack,753002,2,2,0,0,18,63,373,4,18,436,18,436,0.4,0.4,0.0,22.94736842105263
Orissa,Cuttack,753003,6,3,0,3,29,63,356,9,32,419,32,419,0.6,0.3,0.0,12.696969696969697
Orissa,Cuttack,753004,7,2,0,1,15,13,103,9,16,116,16,116,0.7,0.2,0.0,6.823529411764706
Orissa,Cuttack,753006,3,0,0,1,9,5,2,3,10,7,10,7,0.75,0.0,0.0,0.6363636363636364
Orissa,Cuttack,753007,1,1,0,0,6,0,12,2,6,12,6,12,0.3333333333333333,0.3333333333333333,0.0,1.7142857142857142
Orissa,Cuttack,753008,2,0,0,1,7,48,308,2,8,356,8,356,0.6666666666666666,0.0,0.0,39.55555555555556
Orissa,Cuttack,753009,3,0,0,0,9,3,53,3,9,56,9,56,0.75,0.0,0.0,5.6
Orissa,Cuttack,753012,8,2,0,2,10,4,30,10,12,34,12,34,0.7272727272727273,0.18181818181818182,0.0,2.6153846153846154
Orissa,Cuttack,753013,1,0,0,0,4,0,4,1,4,4,4,4,0.5,0.0,0.0,0.8
Orissa,Cuttack,753014,7,0,0,0,22,36,244,7,22,280,22,280,0.875,0.0,0.0,12.173913043478262
Orissa,Cuttack,754004,1,0,0,1,8,39,90,1,9,129,9,129,0.5,0.0,0.0,12.9
Orissa,Cuttack,754005,2,0,0,0,1,2,1,2,1,3,1,3,0.6666666666666666,0.0,0.0,1.5
Orissa,Cuttack,754006,1,0,0,0,4,1,6,1,4,7,4,7,0.5,0.0,0.0,1.4
Orissa,Cuttack,754009,3,0,0,1,2,2,1,3,3,3,3,3,0.75,0.0,0.0,0.75
Orissa,Cuttack,754010,1,0,0,0,4,0,2,1,4,2,4,2,0.5,0.0,0.0,0.4
Orissa,Cuttack,754021,3,1,0,1,21,16,37,4,22,53,22,53,0.6,0.2,0.0,2.3043478260869565
Orissa,Cuttack,754029,2,1,0,1,7,71,282,3,8,353,8,353,0.5,0.25,0.0,39.22222222222222
Orissa,Cuttack,754030,0,1,0,0,3,20,19,1,3,39,3,39,0.0,0.5,0.0,9.75
Orissa,Cuttack,754031,7,2,0,1,13,12,31,9,14,43,14,43,0.7,0.2,0.0,2.8666666666666667
Orissa,Cuttack,754105,3,0,0,0,21,62,69,3,21,131,21,131,0.75,0.0,0.0,5.954545454545454
Orissa,Cuttack,754112,0,1,0,1,0,1,2,1,1,3,1,3,0.0,0.5,0.0,1.5
Orissa,Cuttack,754200,1,0,0,1,4,0,3,1,5,3,5,3,0.5,0.0,0.0,0.5
Orissa,Cuttack,754209,1,0,0,0,1,0,2,1,1,2,1,2,0.5,0.0,0.0,1.0
Orissa,Dhenkanal,759001,5,0,0,0,8,0,20,5,8,20,8,20,0.8333333333333334,0.0,0.0,2.2222222222222223
Orissa,Dhenkanal,759013,2,1,0,0,7,29,63,3,7,92,7,92,0.5,0.25,0.0,11.5
Orissa,Dhenkanal,759014,2,0,0,0,1,0,6,2,1,6,1,6,0.6666666666666666,0.0,0.0,3.0
Orissa,Dhenkanal,759015,6,6,0,0,20,30,92,12,20,122,20,122,0.46153846153846156,0.46153846153846156,0.0,5.809523809523809
Orissa,Dhenkanal,759016,1,0,0,0,1,1,1,1,1,2,1,2,0.5,0.0,0.0,1.0
Orissa,Dhenkanal,759018,6,1,0,2,17,55,109,7,19,164,19,164,0.75,0.125,0.0,8.2
Orissa,Dhenkanal,759019,2,0,0,0,1,1,1,2,1,2,1,2,0.6666666666666666,0.0,0.0,1.0
Orissa,Dhenkanal,759023,1,0,0,1,4,0,1,1,5,1,5,1,0.5,0.0,0.0,0.16666666666666666
Orissa,Dhenkanal,759024,1,0,0,0,2,0,1,1,2,1,2,1,0.5,0.0,0.0,0.3333333333333333
Orissa,Dhenkanal,759025,3,0,0,1,29,53,192,3,30,245,30,245,0.75,0.0,0.0,7.903225806451613
Orissa,Dhenkanal,759027,6,4,0,2,15,95,263,10,17,358,17,358,0.5454545454545454,0.36363636363636365,0.0,19.88888888888889
Orissa,Dhenkanal,759039,1,0,0,1,1,1,3,1,2,4,2,4,0.5,0.0,0.0,1.3333333333333333
Orissa,Gajapati,761207,1,0,0,0,1,0,7,1,1,7,1,7,0.5,0.0,0.0,3.5
Orissa,Ganjam,760001,7,1,0,5,68,121,284,8,73,405,73,405,0.7777777777777778,0.1111111111111111,0.0,5.472972972972973
Orissa,Ganjam,760002,8,0,0,4,62,90,319,8,66,409,66,409,0.8888888888888888,0.0,0.0,6.104477611940299
Orissa,Ganjam,760003,9,1,0,0,14,31,119,10,14,150,14,150,0.8181818181818182,0.09090909090909091,0.0,10.0
Orissa,Ganjam,760004,1,1,0,0,17,1,8,2,17,9,17,9,0.3333333333333333,0.3333333333333333,0.0,0.5
